valid_time,latitude,longitude,t2m,number
1991-05-06,48.65,8.2,279.5229,0
1991-05-06,48.65,8.45,278.65756,0
1991-05-06,48.4,8.2,278.8615,0
1991-05-07,48.4,8.2,280.66852,0
1991-05-07,48.4,8.45,279.73834,0
1991-05-07,48.65,8.2,281.2448,0
1991-05-07,48.65,8.45,280.31253,0
1991-05-08,48.65,8.2,283.4122,0
1991-05-08,48.65,8.45,282.80038,0
1991-05-08,48.4,8.2,282.6908,0
1991-05-08,48.4,8.45,282.15668,0
1991-05-09,48.65,8.2,283.78226,0
1991-05-09,48.65,8.45,282.6485,0
1991-05-09,48.4,8.2,283.2889,0
1991-05-09,48.4,8.45,282.31622,0
1991-05-10,48.65,8.2,283.98572,0
1991-05-10,48.65,8.45,282.82816,0
1991-05-10,48.4,8.2,283.073,0
1991-05-10,48.4,8.45,282.16937,0
1991-05-11,48.4,8.45,281.75647,0
1991-05-11,48.4,8.2,282.6877,0
1991-05-11,48.65,8.45,282.56012,0
1991-05-11,48.65,8.2,283.889,0
1991-05-12,48.65,8.2,281.74408,0
1991-05-12,48.65,8.45,281.209,0
1991-05-12,48.4,8.2,280.95667,0
1991-05-12,48.4,8.45,280.50842,0
1991-05-13,48.65,8.2,284.44397,0
1991-05-13,48.65,8.45,283.5468,0
1991-05-13,48.4,8.2,283.69986,0
1991-05-13,48.4,8.45,282.8002,0
1991-05-14,48.4,8.45,282.15784,0
1991-05-14,48.65,8.2,283.73517,0
1991-05-14,48.65,8.45,282.99918,0
1991-05-14,48.4,8.2,282.84747,0
1991-05-15,48.4,8.2,279.96967,0
1991-05-15,48.4,8.45,279.05554,0
1991-05-15,48.65,8.2,280.61646,0
1991-05-15,48.65,8.45,279.48938,0
1991-05-16,48.65,8.2,278.9668,0
1991-05-16,48.65,8.45,277.83942,0
1991-05-16,48.4,8.2,277.74976,0
1991-05-16,48.4,8.45,276.62192,0
1991-05-17,48.65,8.2,279.851,0
1991-05-17,48.65,8.45,278.73178,0
1991-05-17,48.4,8.2,278.79904,0
1991-05-17,48.4,8.45,277.78067,0
1991-05-18,48.65,8.2,280.672,0
1991-05-18,48.65,8.45,279.5885,0
1991-05-18,48.4,8.2,279.65887,0
1991-05-18,48.4,8.45,278.84134,0
1991-05-19,48.4,8.45,280.90808,0
1991-05-19,48.4,8.2,281.63544,0
1991-05-19,48.65,8.2,282.547,0
1991-05-19,48.65,8.45,281.4841,0
1991-05-20,48.65,8.2,285.31027,0
1991-05-20,48.65,8.45,284.19464,0
1991-05-20,48.4,8.2,284.59283,0
1991-05-20,48.4,8.45,283.44055,0
1991-05-21,48.65,8.2,288.03568,0
1991-05-21,48.65,8.45,287.43414,0
1991-05-21,48.4,8.2,287.28235,0
1991-05-21,48.4,8.45,286.43686,0
1991-05-22,48.65,8.2,291.00006,0
1991-05-22,48.65,8.45,290.06393,0
1991-05-22,48.4,8.2,290.1731,0
1991-05-22,48.4,8.45,289.07825,0
1991-05-23,48.4,8.45,283.42642,0
1991-05-23,48.4,8.2,284.38794,0
1991-05-23,48.65,8.45,283.45154,0
1991-05-23,48.65,8.2,284.65533,0
1991-05-24,48.65,8.2,282.44745,0
1991-05-24,48.65,8.45,280.98697,0
1991-05-24,48.4,8.2,281.74365,0
1991-05-24,48.4,8.45,280.4429,0
1991-05-25,48.65,8.2,283.23917,0
1991-05-25,48.65,8.45,282.02008,0
1991-05-25,48.4,8.2,282.04257,0
1991-05-25,48.4,8.45,281.20175,0
1991-05-26,48.4,8.45,282.06415,0
1991-05-26,48.65,8.2,283.71704,0
1991-05-26,48.65,8.45,282.42902,0
1991-05-26,48.4,8.2,283.17313,0
1991-05-27,48.4,8.45,283.38336,0
1991-05-27,48.4,8.2,284.4893,0
1991-05-27,48.65,8.45,284.04358,0
1991-05-27,48.65,8.2,285.05106,0
1991-05-28,48.65,8.2,287.61908,0
1991-05-28,48.65,8.45,286.5697,0
1991-05-28,48.4,8.2,287.03122,0
1991-05-28,48.4,8.45,286.10962,0
1991-05-29,48.4,8.45,286.1779,0
1991-05-29,48.65,8.2,288.1018,0
1991-05-29,48.65,8.45,286.69342,0
1991-05-29,48.4,8.2,287.49268,0
1991-05-30,48.4,8.2,288.51196,0
1991-05-30,48.4,8.45,287.1524,0
1991-05-30,48.65,8.2,289.24765,0
1991-05-30,48.65,8.45,287.79944,0
1991-05-31,48.4,8.2,289.39252,0
1991-05-31,48.4,8.45,288.49634,0
1991-05-31,48.65,8.2,290.14548,0
1991-05-31,48.65,8.45,289.2824,0
1991-06-01,48.65,8.2,289.5704,0
1991-06-01,48.65,8.45,288.25812,0
1991-06-01,48.4,8.2,289.2034,0
1991-06-01,48.4,8.45,288.1691,0
1991-06-02,48.65,8.2,288.71124,0
1991-06-02,48.65,8.45,287.33868,0
1991-06-02,48.4,8.2,288.52267,0
1991-06-02,48.4,8.45,287.43127,0
1991-06-03,48.4,8.2,286.60117,0
1991-06-03,48.4,8.45,285.85004,0
1991-06-03,48.65,8.2,286.73593,0
1991-06-03,48.65,8.45,285.92657,0
1991-06-04,48.65,8.2,282.45557,0
1991-06-04,48.65,8.45,281.37766,0
1991-06-04,48.4,8.2,282.15912,0
1991-06-04,48.4,8.45,281.17755,0
1991-06-05,48.65,8.2,284.29395,0
1991-06-05,48.65,8.45,283.20288,0
1991-06-05,48.4,8.2,283.62024,0
1991-06-05,48.4,8.45,282.67236,0
1991-06-06,48.4,8.45,283.51965,0
1991-06-06,48.65,8.2,284.89685,0
1991-06-06,48.65,8.45,283.96548,0
1991-06-06,48.4,8.2,284.4422,0
1991-06-07,48.4,8.2,285.01193,0
1991-06-07,48.4,8.45,284.16425,0
1991-06-07,48.65,8.2,285.6278,0
1991-06-07,48.65,8.45,284.78763,0
1991-06-08,48.65,8.2,286.25806,0
1991-06-08,48.65,8.45,285.26196,0
1991-06-08,48.4,8.2,285.3513,0
1991-06-08,48.4,8.45,284.51462,0
1991-06-09,48.65,8.2,287.1286,0
1991-06-09,48.65,8.45,286.34964,0
1991-06-09,48.4,8.2,286.4431,0
1991-06-09,48.4,8.45,285.7166,0
1991-06-10,48.65,8.2,287.46143,0
1991-06-10,48.65,8.45,286.627,0
1991-06-10,48.4,8.2,286.78784,0
1991-06-10,48.4,8.45,286.06787,0
1991-06-11,48.4,8.45,285.62466,0
1991-06-11,48.4,8.2,286.53107,0
1991-06-11,48.65,8.45,286.01245,0
1991-06-11,48.65,8.2,286.94348,0
1991-06-12,48.65,8.2,289.94208,0
1991-06-12,48.65,8.45,289.11584,0
1991-06-12,48.4,8.2,289.17126,0
1991-06-12,48.4,8.45,288.3798,0
1991-06-13,48.65,8.2,288.55466,0
1991-06-13,48.65,8.45,287.77365,0
1991-06-13,48.4,8.2,288.24554,0
1991-06-13,48.4,8.45,287.5338,0
1991-06-14,48.65,8.2,286.0727,0
1991-06-14,48.65,8.45,285.1858,0
1991-06-14,48.4,8.2,286.25168,0
1991-06-14,48.4,8.45,285.44403,0
1991-06-15,48.4,8.45,290.81262,0
1991-06-15,48.4,8.2,291.64948,0
1991-06-15,48.65,8.45,291.33136,0
1991-06-15,48.65,8.2,292.26822,0
1991-06-16,48.65,8.2,286.33673,0
1991-06-16,48.65,8.45,285.586,0
1991-06-16,48.4,8.2,285.89685,0
1991-06-16,48.4,8.45,285.42664,0
1991-06-17,48.65,8.2,283.71353,0
1991-06-17,48.65,8.45,282.58118,0
1991-06-17,48.4,8.2,282.74316,0
1991-06-17,48.4,8.45,281.62225,0
1991-06-18,48.4,8.2,282.96298,0
1991-06-18,48.4,8.45,282.19608,0
1991-06-18,48.65,8.2,283.68515,0
1991-06-18,48.65,8.45,282.80106,0
1991-06-19,48.65,8.2,284.1961,0
1991-06-19,48.65,8.45,283.27826,0
1991-06-19,48.4,8.2,283.40915,0
1991-06-19,48.4,8.45,282.58295,0
1991-06-20,48.65,8.2,284.07672,0
1991-06-20,48.65,8.45,283.1271,0
1991-06-20,48.4,8.2,283.61908,0
1991-06-20,48.4,8.45,282.66696,0
1991-06-21,48.4,8.45,287.81274,0
1991-06-21,48.65,8.2,288.80664,0
1991-06-21,48.65,8.45,288.04816,0
1991-06-21,48.4,8.2,288.3837,0
1991-06-22,48.4,8.2,292.42154,0
1991-06-22,48.4,8.45,291.537,0
1991-06-22,48.65,8.2,292.84225,0
1991-06-22,48.65,8.45,292.14563,0
1991-06-23,48.65,8.2,292.57376,0
1991-06-23,48.65,8.45,291.7683,0
1991-06-23,48.4,8.2,292.2763,0
1991-06-23,48.4,8.45,291.51907,0
1991-06-24,48.65,8.2,291.87912,0
1991-06-24,48.65,8.45,291.07462,0
1991-06-24,48.4,8.2,291.56232,0
1991-06-24,48.4,8.45,290.8038,0
1991-06-25,48.65,8.2,293.19946,0
1991-06-25,48.65,8.45,292.35056,0
1991-06-25,48.4,8.2,292.95117,0
1991-06-25,48.4,8.45,292.1947,0
1991-06-26,48.4,8.45,290.82718,0
1991-06-26,48.4,8.2,291.60706,0
1991-06-26,48.65,8.45,291.12866,0
1991-06-26,48.65,8.2,291.68628,0
1991-06-27,48.65,8.2,286.99225,0
1991-06-27,48.65,8.45,286.02737,0
1991-06-27,48.4,8.2,286.65332,0
1991-06-27,48.4,8.45,285.76593,0
1991-06-28,48.65,8.2,284.6081,0
1991-06-28,48.65,8.45,283.6954,0
1991-06-28,48.4,8.2,283.82947,0
1991-06-28,48.4,8.45,282.97012,0
1991-06-29,48.4,8.45,283.52557,0
1991-06-29,48.65,8.2,285.07056,0
1991-06-29,48.65,8.45,284.10715,0
1991-06-29,48.4,8.2,284.2682,0
1991-06-30,48.4,8.2,288.02722,0
1991-06-30,48.4,8.45,287.25082,0
1991-06-30,48.65,8.2,288.73645,0
1991-06-30,48.65,8.45,287.95984,0
1991-07-01,48.65,8.2,292.51712,0
1991-07-01,48.65,8.45,291.813,0
1991-07-01,48.4,8.2,291.9581,0
1991-07-01,48.4,8.45,290.8696,0
1991-07-02,48.65,8.2,295.1539,0
1991-07-02,48.65,8.45,294.27234,0
1991-07-02,48.4,8.2,294.43997,0
1991-07-02,48.4,8.45,293.413,0
1991-07-03,48.4,8.2,293.87537,0
1991-07-03,48.4,8.45,292.7835,0
1991-07-03,48.65,8.2,294.65784,0
1991-07-03,48.65,8.45,293.53815,0
1991-07-04,48.65,8.2,295.24487,0
1991-07-04,48.65,8.45,293.89966,0
1991-07-04,48.4,8.2,294.50665,0
1991-07-04,48.4,8.45,293.23676,0
1991-07-05,48.65,8.2,297.09027,0
1991-07-05,48.65,8.45,295.72913,0
1991-07-05,48.4,8.2,296.25848,0
1991-07-05,48.4,8.45,294.94012,0
1991-07-06,48.4,8.45,296.04187,0
1991-07-06,48.65,8.2,297.94705,0
1991-07-06,48.65,8.45,296.68854,0
1991-07-06,48.4,8.2,297.1367,0
1991-07-07,48.4,8.2,296.24414,0
1991-07-07,48.4,8.45,294.9693,0
1991-07-07,48.65,8.2,297.26816,0
1991-07-07,48.65,8.45,295.71564,0
1991-07-08,48.65,8.2,296.32904,0
1991-07-08,48.65,8.45,295.3391,0
1991-07-08,48.4,8.2,295.56378,0
1991-07-08,48.4,8.45,294.72766,0
1991-07-09,48.65,8.2,294.58014,0
1991-07-09,48.65,8.45,293.52197,0
1991-07-09,48.4,8.2,293.83264,0
1991-07-09,48.4,8.45,292.7882,0
1991-07-10,48.65,8.2,295.66833,0
1991-07-10,48.65,8.45,294.46066,0
1991-07-10,48.4,8.2,295.02692,0
1991-07-10,48.4,8.45,293.87524,0
1991-07-11,48.4,8.45,296.7279,0
1991-07-11,48.4,8.2,297.85022,0
1991-07-11,48.65,8.45,297.455,0
1991-07-11,48.65,8.2,298.58496,0
1991-07-12,48.65,8.2,298.06946,0
1991-07-12,48.65,8.45,297.0296,0
1991-07-12,48.4,8.2,297.17554,0
1991-07-12,48.4,8.45,296.09363,0
1991-07-13,48.65,8.2,295.3063,0
1991-07-13,48.65,8.45,294.22397,0
1991-07-13,48.4,8.2,294.25797,0
1991-07-13,48.4,8.45,293.23083,0
1991-07-14,48.4,8.45,289.32156,0
1991-07-14,48.65,8.2,290.80432,0
1991-07-14,48.65,8.45,289.83612,0
1991-07-14,48.4,8.2,290.06714,0
1991-07-15,48.4,8.2,290.65063,0
1991-07-15,48.4,8.45,289.96304,0
1991-07-15,48.65,8.2,291.3345,0
1991-07-15,48.65,8.45,290.39664,0
1991-07-16,48.65,8.2,291.76312,0
1991-07-16,48.65,8.45,290.7967,0
1991-07-16,48.4,8.2,291.40338,0
1991-07-16,48.4,8.45,290.47745,0
1991-07-17,48.65,8.2,290.71255,0
1991-07-17,48.65,8.45,289.82217,0
1991-07-17,48.4,8.2,290.16736,0
1991-07-17,48.4,8.45,289.3651,0
1991-07-18,48.65,8.2,291.1646,0
1991-07-18,48.65,8.45,289.89664,0
1991-07-18,48.4,8.2,290.8844,0
1991-07-18,48.4,8.45,289.57074,0
1991-07-19,48.4,8.45,291.11145,0
1991-07-19,48.4,8.2,291.83252,0
1991-07-19,48.65,8.2,292.204,0
1991-07-19,48.65,8.45,291.37,0
1991-07-20,48.65,8.2,290.34872,0
1991-07-20,48.65,8.45,289.50763,0
1991-07-20,48.4,8.2,290.07584,0
1991-07-20,48.4,8.45,289.2894,0
1991-07-21,48.65,8.2,290.30884,0
1991-07-21,48.65,8.45,289.1805,0
1991-07-21,48.4,8.2,289.59445,0
1991-07-21,48.4,8.45,288.68494,0
1991-07-22,48.65,8.2,291.90472,0
1991-07-22,48.65,8.45,290.60553,0
1991-07-22,48.4,8.2,291.08353,0
1991-07-22,48.4,8.45,289.89978,0
1991-07-23,48.4,8.45,293.4782,0
1991-07-23,48.4,8.2,294.40424,0
1991-07-23,48.65,8.45,293.9663,0
1991-07-23,48.65,8.2,294.82773,0
1991-07-24,48.65,8.2,292.7176,0
1991-07-24,48.65,8.45,291.62897,0
1991-07-24,48.4,8.2,291.98267,0
1991-07-24,48.4,8.45,290.9302,0
1991-07-25,48.65,8.2,288.3513,0
1991-07-25,48.65,8.45,287.4812,0
1991-07-25,48.4,8.2,287.92682,0
1991-07-25,48.4,8.45,287.2813,0
1991-07-26,48.4,8.45,285.2808,0
1991-07-26,48.65,8.2,286.90497,0
1991-07-26,48.65,8.45,285.99673,0
1991-07-26,48.4,8.2,286.04132,0
1991-07-27,48.4,8.45,287.0863,0
1991-07-27,48.4,8.2,288.0127,0
1991-07-27,48.65,8.45,287.86945,0
1991-07-27,48.65,8.2,288.86417,0
1991-07-28,48.65,8.2,291.06763,0
1991-07-28,48.65,8.45,290.03958,0
1991-07-28,48.4,8.2,290.18237,0
1991-07-28,48.4,8.45,289.1877,0
1991-07-29,48.4,8.45,292.0932,0
1991-07-29,48.65,8.2,294.06427,0
1991-07-29,48.65,8.45,292.73315,0
1991-07-29,48.4,8.2,293.44464,0
1991-07-30,48.4,8.2,294.46887,0
1991-07-30,48.4,8.45,293.3594,0
1991-07-30,48.65,8.2,295.0651,0
1991-07-30,48.65,8.45,293.9178,0
1991-07-31,48.4,8.2,289.9468,0
1991-07-31,48.4,8.45,289.38904,0
1991-07-31,48.65,8.2,290.52618,0
1991-07-31,48.65,8.45,289.823,0
1991-08-01,48.65,8.2,289.97906,0
1991-08-01,48.65,8.45,288.85693,0
1991-08-01,48.4,8.2,289.3011,0
1991-08-01,48.4,8.45,288.3805,0
1991-08-02,48.65,8.2,291.8543,0
1991-08-02,48.65,8.45,290.97638,0
1991-08-02,48.4,8.2,291.00464,0
1991-08-02,48.4,8.45,290.3076,0
1991-08-03,48.65,8.2,293.8219,0
1991-08-03,48.65,8.45,292.47,0
1991-08-03,48.4,8.2,292.59943,0
1991-08-03,48.4,8.45,291.4877,0
1991-08-04,48.4,8.45,291.93085,0
1991-08-04,48.4,8.2,292.7646,0
1991-08-04,48.65,8.2,293.73596,0
1991-08-04,48.65,8.45,292.56488,0
1991-08-05,48.65,8.2,294.40204,0
1991-08-05,48.65,8.45,293.16257,0
1991-08-05,48.4,8.2,293.6421,0
1991-08-05,48.4,8.45,292.51428,0
1991-08-06,48.65,8.2,296.49295,0
1991-08-06,48.65,8.45,295.67725,0
1991-08-06,48.4,8.2,295.8664,0
1991-08-06,48.4,8.45,294.91254,0
1991-08-07,48.65,8.2,298.59363,0
1991-08-07,48.65,8.45,297.60388,0
1991-08-07,48.4,8.2,297.85742,0
1991-08-07,48.4,8.45,296.9303,0
1991-08-08,48.4,8.45,293.2696,0
1991-08-08,48.4,8.2,293.98816,0
1991-08-08,48.65,8.2,294.7582,0
1991-08-08,48.65,8.45,294.06128,0
1991-08-09,48.65,8.2,291.61316,0
1991-08-09,48.65,8.45,290.23175,0
1991-08-09,48.4,8.2,290.96756,0
1991-08-09,48.4,8.45,289.76904,0
1991-08-10,48.65,8.2,293.8462,0
1991-08-10,48.65,8.45,292.92676,0
1991-08-10,48.4,8.2,293.05786,0
1991-08-10,48.4,8.45,292.24182,0
1991-08-11,48.4,8.45,294.2855,0
1991-08-11,48.4,8.2,295.49976,0
1991-08-11,48.65,8.45,294.93848,0
1991-08-11,48.65,8.2,296.3315,0
1991-08-12,48.65,8.2,295.3183,0
1991-08-12,48.65,8.45,294.0547,0
1991-08-12,48.4,8.2,294.86227,0
1991-08-12,48.4,8.45,293.676,0
1991-08-13,48.65,8.2,293.79532,0
1991-08-13,48.65,8.45,292.5856,0
1991-08-13,48.4,8.2,293.3075,0
1991-08-13,48.4,8.45,292.3339,0
1991-08-14,48.4,8.2,293.18716,0
1991-08-14,48.4,8.45,292.05893,0
1991-08-14,48.65,8.2,293.4343,0
1991-08-14,48.65,8.45,292.3866,0
1991-08-15,48.4,8.2,293.36884,0
1991-08-15,48.4,8.45,292.2074,0
1991-08-15,48.65,8.2,293.99854,0
1991-08-15,48.65,8.45,292.56833,0
1991-08-16,48.4,8.45,292.89456,0
1991-08-16,48.4,8.2,294.17096,0
1991-08-16,48.65,8.2,294.97012,0
1991-08-16,48.65,8.45,293.63983,0
1991-08-17,48.65,8.2,293.71832,0
1991-08-17,48.65,8.45,292.6541,0
1991-08-17,48.4,8.2,292.97025,0
1991-08-17,48.4,8.45,291.99478,0
1991-08-18,48.65,8.2,290.97583,0
1991-08-18,48.65,8.45,289.93988,0
1991-08-18,48.4,8.2,290.30984,0
1991-08-18,48.4,8.45,289.46213,0
1991-08-19,48.65,8.2,289.1517,0
1991-08-19,48.65,8.45,287.4124,0
1991-08-19,48.4,8.2,288.29034,0
1991-08-19,48.4,8.45,287.02466,0
1991-08-20,48.4,8.2,289.25052,0
1991-08-20,48.4,8.45,288.28586,0
1991-08-20,48.65,8.2,290.08047,0
1991-08-20,48.65,8.45,288.909,0
1991-08-21,48.65,8.2,293.24512,0
1991-08-21,48.65,8.45,291.82654,0
1991-08-21,48.4,8.2,292.66394,0
1991-08-21,48.4,8.45,291.6779,0
1991-08-22,48.65,8.2,296.15033,0
1991-08-22,48.65,8.45,294.71536,0
1991-08-22,48.4,8.2,295.2155,0
1991-08-22,48.4,8.45,294.1624,0
1991-08-23,48.4,8.45,292.35867,0
1991-08-23,48.4,8.2,293.55316,0
1991-08-23,48.65,8.45,292.85364,0
1991-08-23,48.65,8.2,294.1626,0
1991-08-24,48.4,8.45,290.54834,0
1991-08-24,48.4,8.2,291.65576,0
1991-08-24,48.65,8.2,292.43362,0
1991-08-24,48.65,8.45,291.0871,0
1991-08-25,48.65,8.2,291.8127,0
1991-08-25,48.65,8.45,290.2522,0
1991-08-25,48.4,8.2,291.40912,0
1991-08-25,48.4,8.45,290.1599,0
1991-08-26,48.65,8.2,292.15222,0
1991-08-26,48.65,8.45,290.72665,0
1991-08-26,48.4,8.2,291.63892,0
1991-08-26,48.4,8.45,290.59332,0
1991-08-27,48.4,8.45,289.81616,0
1991-08-27,48.65,8.2,292.03265,0
1991-08-27,48.65,8.45,290.43378,0
1991-08-27,48.4,8.2,291.2154,0
1991-08-28,48.4,8.45,289.85693,0
1991-08-28,48.4,8.2,290.91153,0
1991-08-28,48.65,8.2,291.69565,0
1991-08-28,48.65,8.45,290.4229,0
1991-08-29,48.65,8.2,290.73907,0
1991-08-29,48.65,8.45,289.33466,0
1991-08-29,48.4,8.2,289.8178,0
1991-08-29,48.4,8.45,288.472,0
1991-08-30,48.4,8.2,289.3961,0
1991-08-30,48.65,8.2,290.09546,0
1991-08-30,48.65,8.45,288.5527,0
1991-08-30,48.4,8.45,287.83105,0
1991-08-31,48.4,8.2,290.68298,0
1991-08-31,48.4,8.45,289.25824,0
1991-08-31,48.65,8.45,290.0307,0
1991-08-31,48.65,8.2,291.52606,0
1991-09-01,48.65,8.2,291.9691,0
1991-09-01,48.65,8.45,290.81955,0
1991-09-01,48.4,8.2,291.64813,0
1991-09-01,48.4,8.45,290.60297,0
1991-09-02,48.65,8.2,292.40985,0
1991-09-02,48.65,8.45,291.35474,0
1991-09-02,48.4,8.2,291.73145,0
1991-09-02,48.4,8.45,290.77087,0
1991-09-03,48.4,8.45,291.74023,0
1991-09-03,48.65,8.2,293.37732,0
1991-09-03,48.65,8.45,292.03186,0
1991-09-03,48.4,8.2,292.52917,0
1991-09-04,48.4,8.45,291.69058,0
1991-09-04,48.4,8.2,292.4785,0
1991-09-04,48.65,8.2,293.1116,0
1991-09-04,48.65,8.45,292.11066,0
1991-09-05,48.65,8.2,293.09888,0
1991-09-05,48.65,8.45,291.97137,0
1991-09-05,48.4,8.2,292.4286,0
1991-09-05,48.4,8.45,291.21515,0
1991-09-06,48.4,8.45,287.9989,0
1991-09-06,48.65,8.2,289.0059,0
1991-09-06,48.65,8.45,287.9149,0
1991-09-06,48.4,8.2,288.9004,0
1991-09-07,48.4,8.2,285.5354,0
1991-09-07,48.4,8.45,284.34293,0
1991-09-07,48.65,8.2,285.82263,0
1991-09-07,48.65,8.45,284.51578,0
1991-09-08,48.4,8.45,285.36343,0
1991-09-08,48.4,8.2,286.4269,0
1991-09-08,48.65,8.2,286.72278,0
1991-09-08,48.65,8.45,285.59085,0
1991-09-09,48.65,8.2,288.44403,0
1991-09-09,48.65,8.45,287.51282,0
1991-09-09,48.4,8.2,288.37878,0
1991-09-09,48.4,8.45,287.48444,0
1991-09-10,48.65,8.2,292.38123,0
1991-09-10,48.65,8.45,291.5205,0
1991-09-10,48.4,8.2,291.88693,0
1991-09-10,48.4,8.45,290.97583,0
1991-09-11,48.4,8.45,290.04498,0
1991-09-11,48.4,8.2,290.93033,0
1991-09-11,48.65,8.45,290.42624,0
1991-09-11,48.65,8.2,291.26956,0
1991-09-12,48.65,8.2,288.36343,0
1991-09-12,48.65,8.45,287.44324,0
1991-09-12,48.4,8.2,287.96927,0
1991-09-12,48.4,8.45,287.1151,0
1991-09-13,48.65,8.2,288.11603,0
1991-09-13,48.65,8.45,287.11932,0
1991-09-13,48.4,8.2,287.60263,0
1991-09-13,48.4,8.45,286.61478,0
1991-09-14,48.65,8.45,288.15118,0
1991-09-14,48.4,8.2,288.32697,0
1991-09-14,48.65,8.2,289.05795,0
1991-09-14,48.4,8.45,287.4289,0
1991-09-15,48.4,8.45,288.4776,0
1991-09-15,48.4,8.2,289.4024,0
1991-09-15,48.65,8.45,289.28864,0
1991-09-15,48.65,8.2,290.23068,0
1991-09-16,48.65,8.2,291.60318,0
1991-09-16,48.65,8.45,290.44885,0
1991-09-16,48.4,8.2,290.5987,0
1991-09-16,48.4,8.45,289.56726,0
1991-09-17,48.65,8.2,291.0745,0
1991-09-17,48.65,8.45,290.24506,0
1991-09-17,48.4,8.2,290.5918,0
1991-09-17,48.4,8.45,289.97217,0
1991-09-18,48.4,8.2,288.8216,0
1991-09-18,48.4,8.45,287.6684,0
1991-09-18,48.65,8.2,289.15594,0
1991-09-18,48.65,8.45,288.01685,0
1991-09-19,48.65,8.2,290.10968,0
1991-09-19,48.65,8.45,288.8819,0
1991-09-19,48.4,8.2,289.60718,0
1991-09-19,48.4,8.45,288.6088,0
1991-09-20,48.65,8.2,288.77362,0
1991-09-20,48.65,8.45,287.43433,0
1991-09-20,48.4,8.2,288.47772,0
1991-09-20,48.4,8.45,287.5677,0
1991-09-21,48.4,8.45,288.59772,0
1991-09-21,48.65,8.2,289.82288,0
1991-09-21,48.65,8.45,288.7766,0
1991-09-21,48.4,8.2,289.50696,0
1991-09-22,48.4,8.2,291.21512,0
1991-09-22,48.4,8.45,290.29608,0
1991-09-22,48.65,8.2,291.5078,0
1991-09-22,48.65,8.45,290.57745,0
1991-09-23,48.65,8.2,285.7434,0
1991-09-23,48.65,8.45,284.7901,0
1991-09-23,48.4,8.2,285.19974,0
1991-09-23,48.4,8.45,284.36584,0
1991-09-24,48.65,8.2,288.69812,0
1991-09-24,48.65,8.45,287.76447,0
1991-09-24,48.4,8.2,287.88654,0
1991-09-24,48.4,8.45,287.08136,0
1991-09-25,48.65,8.2,291.00104,0
1991-09-25,48.65,8.45,290.15012,0
1991-09-25,48.4,8.2,290.5647,0
1991-09-25,48.4,8.45,289.77805,0
1991-09-26,48.4,8.45,286.48795,0
1991-09-26,48.4,8.2,287.1152,0
1991-09-26,48.65,8.45,287.0638,0
1991-09-26,48.65,8.2,287.80692,0
1991-09-27,48.65,8.2,284.20996,0
1991-09-27,48.65,8.45,283.30472,0
1991-09-27,48.4,8.2,283.46255,0
1991-09-27,48.4,8.45,282.71954,0
1991-09-28,48.65,8.2,283.71738,0
1991-09-28,48.65,8.45,282.67957,0
1991-09-28,48.4,8.2,283.34033,0
1991-09-28,48.4,8.45,282.2814,0
1991-09-29,48.4,8.45,284.12708,0
1991-09-29,48.65,8.2,285.08398,0
1991-09-29,48.65,8.45,284.51093,0
1991-09-29,48.4,8.2,284.61615,0
1991-09-30,48.4,8.2,285.35327,0
1991-09-30,48.4,8.45,284.55988,0
1991-09-30,48.65,8.2,285.95752,0
1991-09-30,48.65,8.45,285.13556,0
1991-10-01,48.65,8.45,284.01953,0
1991-10-01,48.4,8.2,284.42944,0
1991-10-01,48.65,8.2,284.77307,0
1991-10-01,48.4,8.45,283.8011,0
1991-10-02,48.4,8.45,282.4665,0
1991-10-02,48.4,8.2,283.19965,0
1991-10-02,48.65,8.2,283.7667,0
1991-10-02,48.65,8.45,282.91528,0
1991-10-03,48.65,8.2,283.67493,0
1991-10-03,48.65,8.45,282.89893,0
1991-10-03,48.4,8.2,283.1273,0
1991-10-03,48.4,8.45,282.51093,0
1991-10-04,48.65,8.2,284.75748,0
1991-10-04,48.65,8.45,284.4313,0
1991-10-04,48.4,8.2,283.89417,0
1991-10-04,48.4,8.45,283.46948,0
1991-10-05,48.65,8.2,285.44772,0
1991-10-05,48.65,8.45,285.075,0
1991-10-05,48.4,8.2,285.37427,0
1991-10-05,48.4,8.45,284.7563,0
1991-10-06,48.4,8.45,283.55408,0
1991-10-06,48.4,8.2,284.18512,0
1991-10-06,48.65,8.45,284.1664,0
1991-10-06,48.65,8.2,284.91147,0
1991-10-07,48.65,8.2,285.2627,0
1991-10-07,48.65,8.45,284.5517,0
1991-10-07,48.4,8.2,284.69183,0
1991-10-07,48.4,8.45,284.24054,0
1991-10-08,48.65,8.2,285.18927,0
1991-10-08,48.65,8.45,284.3112,0
1991-10-08,48.4,8.2,284.56082,0
1991-10-08,48.4,8.45,284.05957,0
1991-10-09,48.65,8.2,285.48297,0
1991-10-09,48.65,8.45,284.84778,0
1991-10-09,48.4,8.2,284.98285,0
1991-10-09,48.4,8.45,284.35043,0
1991-10-10,48.4,8.45,285.086,0
1991-10-10,48.4,8.2,286.18106,0
1991-10-10,48.65,8.2,286.4619,0
1991-10-10,48.65,8.45,285.51855,0
1991-10-11,48.65,8.2,284.79358,0
1991-10-11,48.65,8.45,283.9856,0
1991-10-11,48.4,8.2,284.607,0
1991-10-11,48.4,8.45,283.67578,0
1991-10-12,48.65,8.2,284.4116,0
