"Station","","'=","1301 Bad Rotenfels Murg 10 47",""
"Komponente","","'=","3 91 2 Schüttung, Durchfluss Q m³/s OG",""
"Produkt","","'=","1 0000010000 3 Tagesmittelwert",""
"Zeitraum","","'=","Thu Jan 01 00:00:00 CET 1981 Tue Dec 31 23:59:59 CET 2024",""


"Messstellennummer","Stationsname","Gewässer","Parameter","Datum / Uhrzeit","Zeitbezug","Wert","Einheit","Produkt"
"1301","Bad Rotenfels Murg","Murg","Q","1993-02-14","MEZ","8,337","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-02-15","MEZ","8,4","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-02-16","MEZ","8,771","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-02-17","MEZ","8,962","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-02-18","MEZ","8,93","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-02-19","MEZ","9,291","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-02-20","MEZ","9,312","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-02-21","MEZ","9,082","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-02-22","MEZ","8,982","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-02-23","MEZ","8,46","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-02-24","MEZ","7,809","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-02-25","MEZ","7,704","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-02-26","MEZ","7,658","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-02-27","MEZ","7,644","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-02-28","MEZ","7,071","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-03-01","MEZ","7,234","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-03-02","MEZ","7,889","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-03-03","MEZ","7,723","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-03-04","MEZ","9,434","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-03-05","MEZ","9,302","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-03-06","MEZ","7,458","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-03-07","MEZ","7,305","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-03-08","MEZ","6,941","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-03-09","MEZ","6,63","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-03-10","MEZ","6,354","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-03-11","MEZ","6,258","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-03-12","MEZ","6,59","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-03-13","MEZ","6,729","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-03-14","MEZ","6,34","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-03-15","MEZ","7,435","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-03-16","MEZ","8,539","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-03-17","MEZ","17,088","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-03-18","MEZ","17,347","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-03-19","MEZ","12,453","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-03-20","MEZ","9,6","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-03-21","MEZ","7,713","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-03-22","MEZ","8,052","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-03-23","MEZ","12,557","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-03-24","MEZ","11,908","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-03-25","MEZ","9,696","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-03-26","MEZ","8,744","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-03-27","MEZ","8,237","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-03-28","MEZ","7,528","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-03-29","MEZ","7,321","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-03-30","MEZ","6,971","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-03-31","MEZ","7,044","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-04-01","MEZ","7,065","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-04-02","MEZ","7,631","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-04-03","MEZ","7,484","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-04-04","MEZ","6,299","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-04-05","MEZ","8,615","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-04-06","MEZ","16,833","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-04-07","MEZ","23,234","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-04-08","MEZ","14,668","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-04-09","MEZ","10,962","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-04-10","MEZ","9,554","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-04-11","MEZ","8,744","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-04-12","MEZ","10,087","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-04-13","MEZ","13,307","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-04-14","MEZ","14,26","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-04-15","MEZ","12,546","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-04-16","MEZ","12,791","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-04-17","MEZ","10,237","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-04-18","MEZ","9,608","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-04-19","MEZ","13,686","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-04-20","MEZ","11,918","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-04-21","MEZ","10,29","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-04-22","MEZ","8,191","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-04-23","MEZ","7,952","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-04-24","MEZ","7,13","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-04-25","MEZ","6,286","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-04-26","MEZ","6,299","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-04-27","MEZ","6,299","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-04-28","MEZ","6,105","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-04-29","MEZ","6,24","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-04-30","MEZ","6,264","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-05-01","MEZ","6,11","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-05-02","MEZ","5,936","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-05-03","MEZ","6,236","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-05-04","MEZ","6,056","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-05-05","MEZ","6,087","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-05-06","MEZ","6,318","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-05-07","MEZ","5,989","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-05-08","MEZ","5,868","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-05-09","MEZ","5,829","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-05-10","MEZ","5,672","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-05-11","MEZ","5,634","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-05-12","MEZ","6,264","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-05-13","MEZ","6,03","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-05-14","MEZ","5,84","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-05-15","MEZ","4,983","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-05-16","MEZ","4,942","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-05-17","MEZ","4,895","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-05-18","MEZ","5,019","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-05-19","MEZ","5,684","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-05-20","MEZ","5,301","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-05-21","MEZ","13,928","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-05-22","MEZ","9,014","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-05-23","MEZ","5,435","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-05-24","MEZ","5,536","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-05-25","MEZ","5,575","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-05-26","MEZ","4,652","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-05-27","MEZ","5,084","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-05-28","MEZ","5,853","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-05-29","MEZ","5,636","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-05-30","MEZ","4,868","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-05-31","MEZ","5,094","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-06-01","MEZ","4,8","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-06-02","MEZ","5,987","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-06-03","MEZ","10,085","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-06-04","MEZ","7,338","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-06-05","MEZ","5,674","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-06-06","MEZ","4,826","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-06-07","MEZ","5,634","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-06-08","MEZ","5,386","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-06-09","MEZ","4,677","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-06-10","MEZ","4,783","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-06-11","MEZ","5,267","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-06-12","MEZ","4,745","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-06-13","MEZ","3,986","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-06-14","MEZ","4,634","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-06-15","MEZ","6,519","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-06-16","MEZ","5,913","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-06-17","MEZ","11,01","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-06-18","MEZ","9,432","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-06-19","MEZ","5,528","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-06-20","MEZ","5,008","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-06-21","MEZ","10,839","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-06-22","MEZ","8,343","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-06-23","MEZ","22,316","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-06-24","MEZ","12,849","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-06-25","MEZ","8,295","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-06-26","MEZ","6,226","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-06-27","MEZ","5,28","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-06-28","MEZ","7,325","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-06-29","MEZ","7,35","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-06-30","MEZ","6,469","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-07-01","MEZ","6,071","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-07-02","MEZ","5,108","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-07-03","MEZ","4,68","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-07-04","MEZ","4,006","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-07-05","MEZ","5,044","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-07-06","MEZ","6,644","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-07-07","MEZ","4,253","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-07-08","MEZ","4,114","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-07-09","MEZ","4,143","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-07-10","MEZ","5","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-07-11","MEZ","4,053","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-07-12","MEZ","4,934","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-07-13","MEZ","6,016","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-07-14","MEZ","4,975","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-07-15","MEZ","9,787","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-07-16","MEZ","8,808","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-07-17","MEZ","8,044","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-07-18","MEZ","5,654","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-07-19","MEZ","7,147","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-07-20","MEZ","10,557","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-07-21","MEZ","10,047","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-07-22","MEZ","9,74","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-07-23","MEZ","9,626","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-07-24","MEZ","12,236","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-07-25","MEZ","10,353","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-07-26","MEZ","7,814","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-07-27","MEZ","6,433","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-07-28","MEZ","76,355","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-07-29","MEZ","39,106","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-07-30","MEZ","15,64","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-07-31","MEZ","15,796","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-08-01","MEZ","11,365","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-08-02","MEZ","8,782","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-08-03","MEZ","6,55","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-08-04","MEZ","5,914","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-08-05","MEZ","6,659","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-08-06","MEZ","6,852","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-08-07","MEZ","6,078","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-08-08","MEZ","5,183","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-08-09","MEZ","5,782","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-08-10","MEZ","13,902","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-08-11","MEZ","11,703","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-08-12","MEZ","8,243","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-08-13","MEZ","9,618","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-08-14","MEZ","6,042","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-08-15","MEZ","5,877","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-08-16","MEZ","5,819","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-08-17","MEZ","6,533","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-08-18","MEZ","6,644","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-08-19","MEZ","6,672","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-08-20","MEZ","6,444","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-08-21","MEZ","4,918","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-08-22","MEZ","4,665","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-08-23","MEZ","6,349","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-08-24","MEZ","6,828","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-08-25","MEZ","6,744","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-08-26","MEZ","6,715","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-08-27","MEZ","6,617","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-08-28","MEZ","4,968","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-08-29","MEZ","4,771","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-08-30","MEZ","4,774","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-08-31","MEZ","5,032","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-09-01","MEZ","4,723","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-09-02","MEZ","4,698","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-09-03","MEZ","4,954","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-09-04","MEZ","5,104","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-09-05","MEZ","4,811","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-09-06","MEZ","4,787","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-09-07","MEZ","4,885","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-09-08","MEZ","4,769","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-09-09","MEZ","4,961","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-09-10","MEZ","5,765","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-09-11","MEZ","5,367","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-09-12","MEZ","5,293","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-09-13","MEZ","6,01","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-09-14","MEZ","8,012","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-09-15","MEZ","6,811","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-09-16","MEZ","6,693","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-09-17","MEZ","6,172","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-09-18","MEZ","5,152","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-09-19","MEZ","4,883","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-09-20","MEZ","5,385","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-09-21","MEZ","4,957","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-09-22","MEZ","5,127","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-09-23","MEZ","4,719","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-09-24","MEZ","4,941","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-09-25","MEZ","5,594","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-09-26","MEZ","11,995","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-09-27","MEZ","10,116","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-09-28","MEZ","6,29","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-09-29","MEZ","8,749","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-09-30","MEZ","7,738","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-10-01","MEZ","6,732","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-10-02","MEZ","7,368","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-10-03","MEZ","18,116","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-10-04","MEZ","19,536","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-10-05","MEZ","12,885","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-10-06","MEZ","9,917","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-10-07","MEZ","8,646","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-10-08","MEZ","11,625","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-10-09","MEZ","11,733","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-10-10","MEZ","9,815","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-10-11","MEZ","24,105","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-10-12","MEZ","18,695","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-10-13","MEZ","16,72","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-10-14","MEZ","13,463","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-10-15","MEZ","13,456","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-10-16","MEZ","19,745","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","1993-10-17","MEZ","17,405","m³/s","Tagesmittelwert"
