"Station","","'=","1301 Bad Rotenfels Murg 10 47",""
"Komponente","","'=","3 91 2 Schüttung, Durchfluss Q m³/s OG",""
"Produkt","","'=","1 0000010000 3 Tagesmittelwert",""
"Zeitraum","","'=","Thu Jan 01 00:00:00 CET 1981 Tue Dec 31 23:59:59 CET 2024",""


"Messstellennummer","Stationsname","Gewässer","Parameter","Datum / Uhrzeit","Zeitbezug","Wert","Einheit","Produkt"
"1301","Bad Rotenfels Murg","Murg","Q","2005-04-17","MEZ","13,168","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-04-18","MEZ","15,532","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-04-19","MEZ","25,694","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-04-20","MEZ","26,529","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-04-21","MEZ","27,49","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-04-22","MEZ","19,652","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-04-23","MEZ","17,38","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-04-24","MEZ","14,703","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-04-25","MEZ","15,724","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-04-26","MEZ","15,285","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-04-27","MEZ","14,877","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-04-28","MEZ","13,83","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-04-29","MEZ","12,244","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-04-30","MEZ","10,991","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-05-01","MEZ","9,174","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-05-02","MEZ","9,583","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-05-03","MEZ","10,003","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-05-04","MEZ","10,891","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-05-05","MEZ","11,105","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-05-06","MEZ","12,821","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-05-07","MEZ","18,02","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-05-08","MEZ","28,833","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-05-09","MEZ","18,617","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-05-10","MEZ","14,92","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-05-11","MEZ","14,669","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-05-12","MEZ","13,648","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-05-13","MEZ","12,535","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-05-14","MEZ","10,637","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-05-15","MEZ","10,934","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-05-16","MEZ","16,471","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-05-17","MEZ","27,394","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-05-18","MEZ","14,843","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-05-19","MEZ","12,829","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-05-20","MEZ","11,945","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-05-21","MEZ","9,6","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-05-22","MEZ","8,612","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-05-23","MEZ","17,025","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-05-24","MEZ","15,775","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-05-25","MEZ","11,456","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-05-26","MEZ","8,215","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-05-27","MEZ","8,307","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-05-28","MEZ","7,868","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-05-29","MEZ","7,5","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-05-30","MEZ","8,382","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-05-31","MEZ","14,371","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-06-01","MEZ","9,508","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-06-02","MEZ","8,348","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-06-03","MEZ","7,663","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-06-04","MEZ","7,513","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-06-05","MEZ","6,694","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-06-06","MEZ","6,654","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-06-07","MEZ","6,892","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-06-08","MEZ","6,226","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-06-09","MEZ","5,949","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-06-10","MEZ","5,974","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-06-11","MEZ","5,925","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-06-12","MEZ","4,942","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-06-13","MEZ","5,313","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-06-14","MEZ","5,312","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-06-15","MEZ","5,336","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-06-16","MEZ","5,337","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-06-17","MEZ","5,336","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-06-18","MEZ","4,981","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-06-19","MEZ","4,54","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-06-20","MEZ","6,316","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-06-21","MEZ","7,183","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-06-22","MEZ","6,48","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-06-23","MEZ","5,869","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-06-24","MEZ","4,809","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-06-25","MEZ","4,576","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-06-26","MEZ","4,172","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-06-27","MEZ","4,304","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-06-28","MEZ","4,319","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-06-29","MEZ","4,907","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-06-30","MEZ","5,829","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-07-01","MEZ","7,402","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-07-02","MEZ","8,629","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-07-03","MEZ","6,74","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-07-04","MEZ","5,747","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-07-05","MEZ","6,344","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-07-06","MEZ","5,287","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-07-07","MEZ","12,121","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-07-08","MEZ","13,606","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-07-09","MEZ","11,824","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-07-10","MEZ","6,426","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-07-11","MEZ","6,431","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-07-12","MEZ","6,364","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-07-13","MEZ","5,633","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-07-14","MEZ","5,103","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-07-15","MEZ","4,588","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-07-16","MEZ","3,936","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-07-17","MEZ","3,251","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-07-18","MEZ","4,212","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-07-19","MEZ","5,393","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-07-20","MEZ","5,129","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-07-21","MEZ","9,133","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-07-22","MEZ","5,397","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-07-23","MEZ","4,601","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-07-24","MEZ","3,899","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-07-25","MEZ","9,953","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-07-26","MEZ","14,822","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-07-27","MEZ","6,699","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-07-28","MEZ","5,202","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-07-29","MEZ","8,349","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-07-30","MEZ","23,442","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-07-31","MEZ","8,179","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-08-01","MEZ","6,397","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-08-02","MEZ","8,466","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-08-03","MEZ","12,793","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-08-04","MEZ","8,616","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-08-05","MEZ","7,203","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-08-06","MEZ","8,7","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-08-07","MEZ","6,841","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-08-08","MEZ","6,646","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-08-09","MEZ","6,505","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-08-10","MEZ","6,326","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-08-11","MEZ","6,377","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-08-12","MEZ","6,014","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-08-13","MEZ","6,203","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-08-14","MEZ","5,316","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-08-15","MEZ","13,53","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-08-16","MEZ","17,947","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-08-17","MEZ","9,816","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-08-18","MEZ","6,643","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-08-19","MEZ","6,007","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-08-20","MEZ","6,214","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-08-21","MEZ","5,447","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-08-22","MEZ","12,84","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-08-23","MEZ","12,75","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-08-24","MEZ","8,351","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-08-25","MEZ","6,306","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-08-26","MEZ","6,954","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-08-27","MEZ","6,253","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-08-28","MEZ","5,079","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-08-29","MEZ","6,017","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-08-30","MEZ","5,447","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-08-31","MEZ","4,981","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-09-01","MEZ","5,017","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-09-02","MEZ","7,195","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-09-03","MEZ","5,19","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-09-04","MEZ","4,563","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-09-05","MEZ","4,33","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-09-06","MEZ","4,067","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-09-07","MEZ","4,293","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-09-08","MEZ","4,368","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-09-09","MEZ","4,269","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-09-10","MEZ","4,367","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-09-11","MEZ","4,762","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-09-12","MEZ","3,917","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-09-13","MEZ","4,429","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-09-14","MEZ","4,354","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-09-15","MEZ","4,551","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-09-16","MEZ","5,494","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-09-17","MEZ","5,558","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-09-18","MEZ","3,874","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-09-19","MEZ","3,699","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-09-20","MEZ","3,667","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-09-21","MEZ","3,523","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-09-22","MEZ","3,439","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-09-23","MEZ","3,592","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-09-24","MEZ","3,422","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-09-25","MEZ","3,321","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-09-26","MEZ","3,321","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-09-27","MEZ","3,231","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-09-28","MEZ","3,322","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-09-29","MEZ","3,613","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-09-30","MEZ","4,452","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-10-01","MEZ","3,956","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-10-02","MEZ","5,079","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-10-03","MEZ","4,241","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-10-04","MEZ","5,634","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-10-05","MEZ","5,214","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-10-06","MEZ","4,429","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-10-07","MEZ","4,04","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-10-08","MEZ","3,134","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-10-09","MEZ","3,02","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-10-10","MEZ","3,606","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-10-11","MEZ","3,707","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-10-12","MEZ","3,101","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-10-13","MEZ","3,928","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-10-14","MEZ","4,145","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-10-15","MEZ","3,179","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-10-16","MEZ","2,949","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-10-17","MEZ","3,225","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-10-18","MEZ","3,599","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-10-19","MEZ","3,326","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-10-20","MEZ","3,239","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-10-21","MEZ","3,288","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-10-22","MEZ","3,518","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-10-23","MEZ","3,718","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-10-24","MEZ","3,855","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-10-25","MEZ","3,337","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-10-26","MEZ","3,324","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-10-27","MEZ","3,547","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-10-28","MEZ","3,261","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-10-29","MEZ","3,029","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-10-30","MEZ","2,897","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-10-31","MEZ","2,865","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-11-01","MEZ","3,269","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-11-02","MEZ","3,31","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-11-03","MEZ","4,623","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-11-04","MEZ","4,551","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-11-05","MEZ","5,042","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-11-06","MEZ","6,102","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-11-07","MEZ","4,368","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-11-08","MEZ","4,269","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-11-09","MEZ","4,233","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-11-10","MEZ","4,221","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-11-11","MEZ","3,426","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-11-12","MEZ","3,239","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-11-13","MEZ","3,182","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-11-14","MEZ","3,286","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-11-15","MEZ","3,264","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-11-16","MEZ","3,429","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-11-17","MEZ","3,53","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-11-18","MEZ","3,384","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-11-19","MEZ","3,33","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-11-20","MEZ","3,098","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-11-21","MEZ","3,952","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-11-22","MEZ","4,549","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-11-23","MEZ","4,228","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-11-24","MEZ","3,912","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-11-25","MEZ","3,973","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-11-26","MEZ","3,238","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-11-27","MEZ","3,307","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-11-28","MEZ","7,997","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-11-29","MEZ","7,012","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-11-30","MEZ","5,831","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-12-01","MEZ","4,991","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-12-02","MEZ","3,392","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-12-03","MEZ","3,156","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-12-04","MEZ","4,746","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-12-05","MEZ","13,284","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-12-06","MEZ","10,834","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-12-07","MEZ","7,311","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-12-08","MEZ","5,251","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-12-09","MEZ","5,287","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-12-10","MEZ","4,785","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-12-11","MEZ","4,02","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-12-12","MEZ","4,361","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-12-13","MEZ","5,152","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-12-14","MEZ","4,413","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-12-15","MEZ","4,564","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-12-16","MEZ","8,404","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-12-17","MEZ","16,687","m³/s","Tagesmittelwert"
"1301","Bad Rotenfels Murg","Murg","Q","2005-12-18","MEZ","7,523","m³/s","Tagesmittelwert"
